Pathway,RHL3145,RHL3151,RHL3153,RHL3513,RHL3538,RHL3539,RHL3540,RHL3541,RHL3542,RHL3545,RHL3546,RHL3547,RHL3548,RHL3549,RHL3552,RHL3553,RHL3554,RHL3555,RHL3556,RHL3559,RHL3560,RHL3561,RHL3563,RHL3565,RHL3566,RHL3572,RHL3573,RHL3574,RHL3577,RHL3578,RHL3579,RHL3580,RHL3581,RHL3871,RHL3872,RHL3873,RHL3874,RHL3875,RHL3946,RHL3947,RHL3948,RHL3949,RHL3950,RHL3951,RHL3952,RHL3953,RHL3954,RHL3955,RHL4237,RHL4238,RHL4239,RHL4240,RHL4241,RHL4242,RHL4243,RHL4246,RHL4247,RHL4248,RHL4251,RHL4252,RHL4253,RHL4254,RHL4255,RHL4256,RHL4257,RHL4262,RHL4263,RHL4264,RHL4265,RHL4274,RHL4275,RHL4276,RHL4277,RHL4279,RHL4280,RHL4281,RHL4282,RHL4283,RHL4413,RHL4414,RHL4415,RHL4416,RHL4419,RHL4420,RHL4421,RHL4422,RHL4423,RHL4424,RHL4425,RHL4426,RHL4427,RHL4432,RHL4433,RHL4434,RHL4465,RHL4466,RHL4468,RHL4469,RHL4470,RHL4471,RHL4472,RHL4473,RHL4474
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,-0.123360492,-0.00326509,0.235679827,-0.289955906,-0.055536041,-0.382755465,-0.262657865,-0.340577134,-0.220991781,0.443463036,0.428184166,0.405034056,0.223213779,0.452222977,-0.074855799,-0.049926548,0.017384236,-0.16613782,-0.010294381,0.391336699,0.31217734,0.476426128,0.349611246,-0.154590235,-0.004118345,-0.17741099,-0.087132134,0.08418754,0.06507935,0.159448028,0.277203185,0.216926591,0.248980536,-0.091341964,0.007081315,0.030912592,0.023436449,-0.059617453,-0.374096663,-0.383036576,-0.266613678,-0.234144743,-0.342861314,0.240801821,0.117910118,-0.095459733,0.051330676,-0.196049124,0.469584253,0.490146675,-0.232672354,-0.120509083,-0.202540142,-0.07571568,-0.243389405,-0.187488083,-0.455784389,-0.409257871,-0.077549461,-0.098916693,0.052638602,0.062743283,0.05326055,0.07113402,-0.328663172,-0.490603043,-0.596828168,-0.401139949,0.029491967,0.053088761,0.181170751,-0.014578922,0.031032851,-0.206535342,-0.204633917,0.072611145,-0.275200548,-0.121528427,0.137990188,0.303759907,0.302163944,0.070532288,0.046439051,0.02611296,0.064144199,-0.087170452,-0.388701319,0.437362767,0.122150525,0.26032615,0.118783027,0.105148189,0.090899093,0.276110099,0.329551653,-0.050253508,-0.264315673,-0.24036954,-0.098631709,-0.200357994,-0.00245979,-0.186789923,-0.15482346
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING,-0.297564713,-0.322135741,0.151174428,0.252838048,0.412614147,0.385812421,0.27228228,0.014251732,0.372600705,0.048198414,0.13148762,0.081806966,0.13710806,0.035042657,0.139316448,-0.190911925,0.097829796,0.070376958,0.194013065,-0.188446684,-0.270590173,0.140826759,-0.287655513,-0.055195986,0.098602185,0.493009531,0.230655114,0.345593957,0.173901312,0.04166776,0.411230345,0.461818683,0.242941623,-0.338973747,-0.308203495,-0.408174911,-0.172513393,-0.344307826,-0.212211673,-0.182449846,-0.16893427,-0.478255815,-0.402341547,0.304020494,0.34027502,-0.065673302,-0.090156416,-0.022613881,0.50862339,0.543890034,-0.03714943,-0.255365006,0.209440224,0.284550326,0.261046332,-0.171037917,-0.161375338,-0.439979194,0.314723631,-0.306542045,-0.04688817,-0.168432622,-0.222215717,-0.489141799,-0.576412317,-0.456926898,-0.651330378,-0.228189944,-0.035049743,0.066879651,0.022486804,-0.223142352,0.17366498,-0.275258652,-0.155596938,0.01291207,-0.142393685,0.269436666,0.089174488,0.382665944,0.044132249,-0.035299436,-0.113992811,0.086299412,0.25821859,0.189765878,0.197045454,0.580598216,0.316930379,0.309084912,0.425750086,-0.40106045,-0.345541798,0.216452802,-0.043801189,-0.483347561,-0.429502911,-0.489763494,0.043780646,-0.259235524,0.151304584,0.104131964,-0.164574524
REACTOME_PROGRAMMED_CELL_DEATH,-0.308435902,-0.186652467,0.009698212,0.099097627,-0.226178897,-0.024200074,0.001152168,-0.01907902,0.149862422,-0.085624503,-0.06762599,-0.034185738,0.021797596,0.135798343,0.249660643,0.273353402,0.321090254,0.245036578,0.312491781,0.330008069,0.278877489,0.245472509,0.191123411,0.103659466,-0.209496796,-0.191318073,-0.28838076,-0.268139341,-0.348944016,-0.377302931,-0.345587102,-0.284391476,0.21751951,-0.006004154,0.104349369,0.042469331,-0.032299592,0.083090598,-0.125867477,-0.14954144,-0.183915703,-0.269279309,-0.30748852,-0.257075025,-0.313861558,-0.323158382,-0.148127265,-0.214205235,0.04100946,0.071086617,-0.035823502,-0.019036891,0.026396461,-0.024838344,0.021481426,0.09034869,0.029962551,0.041094366,-0.119361341,-0.062973629,-0.055525281,-0.006274849,-0.027478757,0.118630498,-0.470059068,-0.075601713,-0.380441721,0.137920778,0.204916208,-0.140719509,0.021537177,0.061350193,0.045161355,-0.107478017,-0.253582908,0.072623569,0.005206444,0.182852439,0.004654246,0.034118017,0.017865816,-0.052484057,0.216223311,0.236388766,-0.227324563,-0.218545232,-0.406043975,0.167438832,0.228613433,0.181649531,0.157592178,-0.020788023,-0.063023607,0.344736328,0.289908824,-0.233197186,-0.23485536,-0.330332255,0.061356048,0.00654151,0.022693312,-0.112111867,0.018325031
REACTOME_REGULATION_OF_TNFR1_SIGNALING,-0.207807013,-0.144850924,0.236331324,0.17283741,0.024161864,0.063635685,0.122255843,0.053510221,0.221380238,0.115869996,0.182652815,-0.100188044,0.127654825,0.096422492,0.197128539,-0.005525891,0.110774076,0.164843267,0.136773747,-0.035771119,-0.073480251,0.156638684,-0.117223383,-0.060731715,-0.162941566,0.27242243,0.239750706,0.325617063,0.126649372,0.013602397,0.18673794,0.19160045,0.28185105,-0.263041394,-0.163800092,-0.131031526,-0.075790122,-0.241774516,-0.119084418,-0.116219986,-0.105007626,-0.330763698,-0.285750302,0.134771134,0.210286054,0.022862903,0.093184222,0.000496205,0.251619632,0.316981751,-0.165776952,-0.082753215,0.064169257,0.018400707,-0.011421053,-0.22169813,-0.293847052,-0.144926351,0.131973822,-0.007612663,0.099631309,-0.028784664,0.027388905,-0.249245367,-0.625372056,-0.495871609,-0.647222922,-0.373502191,-0.342571582,-0.078538883,-0.049540647,-0.128994614,-0.00623727,-0.338809186,-0.402149038,0.042018103,-0.333030226,-0.128408054,0.328283897,0.379536672,0.278440546,0.11340979,0.036355929,0.109837463,0.194317977,0.117591798,0.204428209,0.351072539,0.067202772,0.196437641,0.190692999,0.009895793,-0.016352771,0.170660851,0.019135488,-0.264319891,-0.078064006,-0.365989643,0.001279693,-0.169467587,0.087777281,-0.008665394,-0.007726251
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY,-0.170254399,-0.140927006,0.186001299,0.16395829,-0.001151908,0.167536181,0.044019836,0.093915988,0.263167885,0.11960426,0.203895374,-0.112409159,0.099476721,0.117312993,0.211971972,0.025440426,0.134922273,0.194888349,0.174243002,-0.15545683,-0.158896494,-0.012286151,-0.214819132,-0.070717314,-0.135936546,0.395557706,0.220572538,0.303286478,-0.04451919,-0.225939523,-0.019319315,-0.003177784,0.202324048,-0.250360514,-0.163846997,-0.141324205,-0.097004702,-0.211437654,0.074231657,0.05389418,0.122067975,-0.195688157,-0.090429434,0.145425032,0.229466961,0.017290952,0.0500114,0.040381437,0.287842584,0.325477366,-0.130142704,-0.103473688,0.076364872,0.032142111,-0.009685583,-0.076340733,-0.081365418,-0.090034332,0.121051833,-0.023329087,0.030877651,-0.077644465,-0.066294713,-0.324507192,-0.638107327,-0.486004795,-0.639047969,-0.377232145,-0.329609534,-0.047543993,0.025191126,-0.070159459,0.023646052,-0.494293379,-0.479730533,-0.150312187,-0.252476427,-0.047001521,0.29197365,0.382324918,0.221398177,0.07716517,-0.064713333,0.013076968,0.277293527,0.191628169,0.2813105,0.246321588,-0.025443633,0.112941228,0.091192988,-0.093465433,-0.052938331,0.211148004,-0.051526483,-0.228207807,0.013828406,-0.237928062,0.153241745,-0.138220872,0.119329952,0.003011947,-0.037003817
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,-0.355820391,-0.317558704,0.145139842,0.031668404,-0.5350418,-0.213503451,0.091572583,-0.04775143,0.089157117,-0.308726431,0.000894339,-0.392006809,0.144099748,0.230607691,0.535483255,0.547368541,0.5648977,0.531388864,0.532225836,0.203071397,0.380868356,-0.077433367,0.122332869,0.259877456,-0.202729929,-0.322984361,-0.412806795,-0.384287234,-0.520558369,-0.525319938,-0.387006301,-0.396150473,0.38213846,0.233580571,0.363015453,0.260166245,0.217537622,0.379622033,0.226884679,0.007218105,0.06685198,-0.279244191,-0.28990727,-0.505132032,-0.468154522,-0.475456674,-0.408473469,-0.491010345,-0.030203734,0.055350621,0.138046496,0.104498134,-0.115449325,-0.063222199,-0.110924865,0.243564237,0.354952516,0.319736101,-0.181916126,0.016390009,0.080950268,0.111581414,0.008441923,0.063000353,-0.386901017,0.134700162,-0.1181631,0.307409834,0.350540281,-0.056491413,-0.027328007,0.195424032,0.060663775,0.184814542,0.070167722,0.212402073,0.047729146,-0.030043884,-0.420111517,-0.397852276,-0.350862978,-0.289326004,0.170266757,0.226788121,-0.437620699,-0.407890894,-0.418014725,0.138219468,0.275529475,0.205325592,0.13071743,-0.200045234,-0.123015387,0.387201397,0.446146744,-0.442689383,-0.262631902,-0.437000666,-0.010566,0.069338141,-0.029459443,0.160437918,-0.096455843
REACTOME_SIGNALING_BY_HEDGEHOG,-0.13962954,-0.150190558,-0.048588464,0.045694085,-0.12343709,-0.024168368,0.211491472,0.010381885,0.056663387,-0.101124667,-0.095572291,-0.111872744,0.024376753,-0.004472285,0.160423776,0.120310206,0.162193317,0.151609301,0.120069386,0.017403458,0.11977917,0.046409333,0.00739156,0.109837226,0.024385135,-0.142829191,-0.169620597,-0.204703884,-0.255615528,-0.16652654,-0.265759454,-0.231002917,0.050537513,0.036454548,-0.018656159,-0.065702465,-0.040795207,0.088774551,0.020900536,-0.033361306,0.032043889,-0.122316888,-0.206957787,-0.172934668,-0.223825235,-0.144580417,-0.150714282,-0.25314799,0.036535152,-0.042205832,0.031743833,0.061432114,-0.097008399,0.009685074,-0.00096109,0.014190772,0.12633571,-0.047874335,-0.049683566,-0.082950835,0.020612251,0.042274237,-0.087959232,0.064381288,-0.266018293,-0.041709544,-0.145476601,0.214728274,0.176749773,-0.120740976,-0.053119077,0.00339328,-0.030414947,-0.023471105,-0.047874468,0.001819571,0.204599246,0.132186388,-0.028107786,-0.041764404,-0.064043351,-0.045078741,0.189127517,0.256376279,-0.265032998,-0.254767319,-0.207527311,0.149463734,0.14520617,0.100596717,0.094901318,-0.152540704,-0.183924547,0.146045226,0.192576479,-0.198710645,-0.128618408,-0.181903327,-0.051423768,-0.029518715,0.159521413,0.011186278,0.053298407
REACTOME_MISMATCH_REPAIR,-0.71241264,-0.594339018,-0.223983299,0.274092973,-0.003637591,0.120850461,0.268306322,0.248750954,0.032554315,0.305977911,-0.068345679,0.511777673,0.007248587,0.097022158,0.413724866,0.52795135,0.420224086,0.502873616,0.502212749,0.130049571,0.2693564,0.314785332,0.072073265,-0.331990527,-0.424992453,-0.219645556,0.158828864,0.211421815,-0.573895596,-0.486294135,-0.633137369,-0.669113831,0.11149221,-0.279449776,-0.236337926,-0.102149484,-0.263406759,-0.147436965,-0.448508751,-0.4478031,-0.577817047,-0.598166614,-0.634169927,-0.204187286,-0.56022748,-0.441443326,-0.290564172,-0.413466103,0.497078245,-0.053431156,0.376584785,-0.288143629,0.460098168,0.236255779,0.361660229,0.330496758,0.523016197,0.467044402,0.279299685,-0.430719468,-0.513390877,-0.184715048,-0.458264281,-0.406801842,-0.247521202,0.248724307,-0.054867168,0.450247388,0.535478399,-0.107760008,0.230656219,0.105653887,0.115487235,-0.251280526,-0.346799539,-0.296726436,0.253612642,0.105414482,0.346285168,0.345345981,0.004605307,-0.444260541,0.0329233,0.042223701,-0.155675158,-0.288134401,-0.210616178,0.070828262,0.376788002,0.197613543,-0.281067646,-0.366224857,-0.370241309,-0.099014073,0.266486062,-0.397051869,-0.317785181,-0.3282464,0.338775639,0.373376487,0.296892886,0.459892826,0.247307924
REACTOME_SIGNALING_BY_RETINOIC_ACID,0.131553251,0.18403431,-0.118075615,-0.10543356,-0.044997078,0.050556504,-0.076996398,0.069825177,0.064112437,-0.200283236,-0.066095057,-0.15113566,-0.151906463,-0.067147017,0.060059359,0.272143666,0.069864081,0.023810146,0.135999819,0.171092612,0.007725152,0.16608716,0.08076173,0.17075266,0.012206707,0.08708417,0.062139316,0.096646219,0.053718665,0.173864797,0.164572215,0.116673247,-0.158414897,0.328218053,0.261709096,0.2264689,0.219730277,0.278395097,0.184926684,0.059928005,0.246437119,0.143674994,0.308527221,-0.08467441,0.092873596,0.085355168,0.260055387,0.201702519,-0.016764412,-0.191772739,-0.099589475,0.023397922,0.029854609,-0.136132806,-0.008178142,-0.020026944,-0.247276727,0.068978057,-0.132651844,-0.023664254,-0.093439522,-0.200462612,-0.03562305,-0.139390099,-0.026409792,0.027448086,-0.140970579,0.242773454,0.021268418,0.06718127,-0.053347004,0.019102001,-0.024349383,-0.184603979,-0.276653968,-0.134118598,-0.263873448,-0.275070825,-0.227740991,-0.318909397,-0.185336471,-0.131640635,-0.097516691,-0.036293833,0.000881897,-0.101708068,0.145026916,-0.228500715,-0.207346803,-0.148820131,-0.110042346,0.18998276,0.155986645,-0.088778392,0.005099264,0.01963314,-0.185307264,-0.260181537,-0.249368589,-0.110294231,-0.218119244,-0.227976501,0.097286482
REACTOME_RA_BIOSYNTHESIS_PATHWAY,0.40801072,0.41425435,-0.077584177,-0.310267501,-0.275949343,-0.178100813,-0.308623762,-0.17468311,-0.164071986,-0.035555919,0.121343804,-0.092215551,-0.125595399,0.040392139,0.003376293,0.297661578,-0.050851654,0.085755251,0.058601399,0.453131094,0.25222488,0.480449027,0.429221083,0.152600759,0.296444731,0.120529913,0.022452601,-0.003116906,0.388552379,0.431382623,0.431665006,0.418518617,-0.039559201,0.360786445,0.299345506,0.303737848,0.264630199,0.272201003,-0.104679968,-0.256037005,-0.029184572,-0.058773545,0.074583948,-0.04177074,0.080833228,0.079471861,0.153219594,0.121762167,-0.246057605,-0.461149485,-0.058608916,0.241584784,0.198122098,-0.105844028,0.13085802,0.204979496,-0.051976078,0.22689193,-0.134511748,-0.001692144,-0.037430527,-0.105393773,-0.018322681,-0.023941872,0.328056537,0.191956864,0.129506471,0.353063226,0.165295604,0.08145958,-0.305823859,-0.191254564,-0.188197733,-0.028489527,-0.212081459,-0.078483594,-0.208805097,-0.456085146,-0.313322405,-0.382262312,-0.179346784,-0.156832494,-0.029217449,0.070818581,-0.262218482,-0.345866211,-0.065488083,-0.293345218,-0.438050135,-0.335466286,-0.339697554,0.309062201,0.201713829,-0.306365343,0.211488348,0.058106336,0.008809343,0.003029775,-0.142828957,-0.038609056,-0.461045937,-0.469267822,0.063797125
REACTOME_MITOCHONDRIAL_TRANSLATION,-0.531788295,-0.518056054,-0.388060195,-0.12974086,-0.584864732,-0.050575617,-0.13219471,0.010988021,0.021013696,-0.491928827,-0.279592292,-0.406106253,-0.327174666,-0.231115437,0.472321266,0.551455599,0.460537442,0.547827672,0.500667358,0.002630256,0.34736511,-0.344170135,0.084280227,0.425022734,0.063088048,-0.298899244,-0.326145099,-0.243706593,-0.417055501,-0.333937614,-0.426787151,-0.402737694,0.130891465,0.380770378,0.383398122,0.397940353,0.315423296,0.371985095,0.107291954,-0.188786387,-0.300748974,-0.389228426,-0.365262937,-0.477746481,-0.503515283,-0.476533669,-0.10295191,-0.287668879,0.129132099,0.050082748,-0.093323795,-0.254419755,-0.158480438,-0.392427695,-0.283266383,0.278447222,0.404493861,0.370531382,-0.419423088,0.303290921,0.113418547,0.164280844,0.277523867,-0.116263784,-0.256605032,0.144717448,-0.193526868,0.072398084,0.154677125,0.435903131,0.440684118,0.3647668,0.393336368,0.294225497,-0.037870413,0.127228429,0.077569487,-0.117507944,-0.537150521,-0.486432193,-0.484173095,-0.485344583,-0.076197293,-0.104653272,-0.027603615,0.00800055,-0.088680792,0.039929031,0.193464293,0.051144197,-0.305305478,-0.385773961,-0.269137875,-0.017582654,0.282047058,-0.25684923,0.209538412,-0.219982495,0.035361526,0.258150775,0.186788498,0.488490099,-0.055596773
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,0.223277121,0.232555534,-0.209799673,-0.293969441,0.008794299,-0.180147769,0.155917024,0.003090177,0.083107078,0.019665621,0.105266386,-0.159212447,0.032771184,0.053614193,-0.183134752,-0.084957472,-0.007510203,-0.110428936,-0.138746876,-0.135329557,0.109998933,-0.243445221,0.177254822,0.130584105,0.121025378,0.574094393,0.424654634,0.466919829,0.298622777,0.389537956,0.532998456,0.273394136,0.293908499,0.512241577,0.580660939,0.515839401,0.610193221,0.558379363,0.319321682,0.233613383,0.394779239,0.171137418,0.326691383,0.325850756,0.446214372,0.313882433,0.25829464,0.432627467,-0.078032215,-0.008184658,0.075727062,0.066222754,-0.162268729,-0.041646296,-0.121169934,0.138692898,-0.061317735,0.24489322,-0.476305377,-0.073723943,-0.153226293,-0.32341772,-0.11858834,-0.284323148,0.207552187,-0.247493245,0.016665647,-0.543821868,-0.60278262,0.628952728,0.123823192,0.340089588,0.201474638,0.322000748,-0.07823143,-0.203653365,-0.503388859,-0.296872453,-0.276074356,-0.361247262,-0.426717948,-0.222705746,-0.452191265,-0.437819139,-0.03642496,-0.227346925,-0.15581779,-0.176555831,0.081985853,-0.141614685,-0.084254061,-0.291777636,-0.269543651,-0.079116345,-0.358105719,-0.120975708,-0.111467638,-0.28784437,-0.412378359,-0.396703379,-0.128938245,0.33293148,-0.112862928
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT,-0.071585286,0.195151811,-0.057420723,-0.128648317,0.209728793,0.317107237,0.027313498,-0.062638971,-0.095987533,-0.413045421,-0.391841394,-0.252165603,-0.14988654,-0.386868455,-0.24737302,-0.062569688,-0.216294448,-0.066110084,-0.090163919,-0.00216467,-0.155224381,0.184576657,0.294230582,-0.23162192,-0.066850608,0.253594915,0.602932607,0.456650958,0.486594252,0.406589486,0.43252198,0.353390273,0.158904788,-0.227562404,-0.140953202,-0.147535057,-0.006202893,-0.339417013,0.21476743,0.081544579,0.036130732,-0.365748618,0.194490817,0.027645527,0.517834915,0.089720578,0.214924113,0.061720038,-0.291640471,-0.395788013,-0.125704987,-0.104659049,0.072680512,-0.207567345,0.056211206,0.453768896,-0.283896332,-0.036211267,-0.28652895,-0.281025022,-0.109334892,-0.193103288,-0.167085625,-0.142623974,0.260766451,0.025667299,0.309064307,-0.426841873,-0.48651057,0.136297392,-0.350178662,0.259292279,0.138683901,0.382462596,0.569414532,0.239084201,0.341612728,-0.398020171,0.299370514,0.290722502,0.295234928,0.07754462,0.41197721,0.08837768,0.433106429,0.423845891,0.531690981,0.060829833,-0.198034803,-0.098275927,0.171827566,-0.394251598,-0.171831818,-0.444283032,-0.41771786,0.237812027,0.259612594,0.011009266,-0.212745533,-0.133565491,0.100642102,0.20340629,-0.228729642
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL,0.29888588,0.401127399,0.076262272,-0.279733599,-0.11652688,0.083922047,0.025838272,-0.073015451,0.093287063,-0.223249934,0.041596686,-0.080047664,-0.038187328,-0.143000702,0.09642921,0.076668045,0.234666806,0.072130808,-0.052128467,-0.060472285,0.318192089,-0.031709458,0.362652143,-0.213811465,-0.15983829,0.389006004,0.111603559,0.168098048,-0.037022472,0.053469368,0.280863973,0.173936686,0.132041988,0.221660971,0.381094862,0.396724585,0.38436245,0.438904245,-0.045020425,-0.169852685,-0.030763517,-0.238689198,-0.119462271,0.263647789,0.328897426,0.301924432,0.301236314,0.225878916,-0.282210939,-0.074836907,0.396978798,0.27342021,0.148799341,0.333380306,0.241459481,-0.183872355,-0.124439154,0.018322631,-0.322915075,-0.182910247,-0.142531117,-0.204935321,-0.191863025,-0.035012946,0.482919873,0.408615474,0.391693948,0.213905404,-0.056070969,0.052089814,-0.375690361,-0.104972158,-0.183733607,0.450345493,0.112557543,-0.079623805,0.057090408,-0.059326964,0.117851845,-0.092960771,0.159412472,0.253566224,-0.259662943,-0.446717639,-0.228003102,-0.338610077,-0.15177365,-0.322223836,-0.154983478,-0.272316534,0.098939122,0.191403573,0.233647768,0.26692634,-0.167702463,-0.414343594,-0.056903642,-0.092403389,0.206284103,-0.055466654,-0.579242455,-0.418576287,-0.357463504
REACTOME_CARDIAC_CONDUCTION,0.40789773,0.386636107,0.049845603,-0.32819648,-0.035519479,-0.229186188,-0.195203207,-0.267731354,-0.270927382,-0.137264566,-0.016908083,-0.227657983,-0.082753348,-0.170112382,-0.079856429,-0.114858785,-0.00980663,-0.140501756,-0.148646887,-0.141832037,-0.132050999,-0.142561176,0.094106576,-0.110048324,-0.083767338,0.173580729,-0.007181803,-0.009166511,0.350132112,0.357097746,0.411952884,0.347977519,0.043442926,0.153795921,0.080519104,0.058243605,0.134099359,0.142616759,0.238358429,0.205583036,0.32938652,0.33872767,0.205170455,-0.102947389,0.301837652,0.351778399,0.061415356,0.129529045,-0.172112625,-0.044258522,0.030353012,0.114669194,-0.089142893,0.152213179,0.024993865,-0.289009278,-0.302108666,-0.234483178,-0.024022514,0.067566863,0.036539831,-0.073575813,-0.14615985,0.180399448,0.343653531,-0.119498514,0.114016102,-0.216462963,-0.19562235,0.128810046,0.078878808,0.11463441,-0.003607045,0.207782241,0.15912061,-0.008895284,-0.09291556,-0.036131421,0.132860748,0.065327312,0.072656508,0.162395989,-0.172576211,-0.17914804,0.070203892,-0.059479992,0.184674326,-0.299511498,-0.19973302,-0.224300227,0.038207284,0.12710974,0.178954957,-0.000193227,-0.196346985,0.183725416,-0.049986171,0.072788348,-0.024887155,-0.239452909,-0.242067876,-0.251652698,-0.078631737
REACTOME_PHASE_0_RAPID_DEPOLARISATION,0.499795675,0.438359382,-0.339609265,-0.216124662,0.150165551,-0.256524965,-0.037264215,-0.22496092,-0.274955196,-0.268590776,-0.205887752,-0.336991053,-0.343334198,-0.339300658,-0.088699821,-0.157810977,-0.047907939,-0.12613047,-0.128693087,-0.194905711,-0.075129135,-0.174070413,0.132877062,-0.170823972,0.01720705,-0.033259178,-0.118766264,-0.072690234,0.409886667,0.425221861,0.356544074,0.363544882,0.05896965,0.018636641,-0.111413742,-0.138538999,-0.035363831,-0.048632646,0.452542366,0.268325267,0.395597094,0.485167171,0.309540366,0.039836993,0.269570456,0.288403764,0.061879262,0.173233691,-0.202464495,-0.22374963,-0.041731758,0.125778025,-0.401713856,0.043243691,-0.039250819,-0.168234414,-0.263231498,-0.119866274,0.106297652,0.074719083,0.084457804,-0.11204155,-0.066522041,0.082244983,0.37666683,-0.269079301,0.16135131,-0.378034789,-0.258541817,0.338892993,0.109924251,0.316681077,0.122152228,0.236177327,0.158058197,-0.176320337,0.088466354,0.030128825,-0.026597681,-0.032755602,-0.059643936,0.269056397,-0.106682233,-0.146274132,0.335853107,0.001602949,0.279968622,0.039823095,-0.033582771,-0.03815988,0.197368375,0.301114807,0.231155142,-0.103186007,-0.339679747,0.396390263,0.02537475,-0.021671711,-0.130911637,-0.324046224,0.064741655,-0.214915525,0.186033572
REACTOME_PHASE_2_PLATEAU_PHASE,0.532318189,0.519838267,0.362239474,-0.406778603,0.206416573,-0.293346545,-0.321800105,-0.162237048,-0.457076301,-0.132540129,0.02692736,-0.202199336,-0.22922789,-0.341296671,-0.174013467,-0.205283398,-0.031748258,-0.121699283,-0.003996499,-0.275876993,-0.329205884,-0.176027588,-0.04500776,0.219667461,0.463970147,0.280378128,0.496666493,0.471248334,0.607772803,0.633165597,0.472045215,0.498510121,-0.079144841,-0.268044689,-0.163050417,-0.126805288,0.016708018,-0.263099365,-0.141328507,-0.211035391,-0.115320376,0.249734984,-0.114332249,0.167399552,0.229394977,0.318478435,-0.125141091,0.07189653,0.255684104,0.017952233,-0.46813441,0.200743042,-0.422098338,-0.122643318,0.306960476,-0.200997206,-0.16969294,-0.088064124,0.029715045,0.328156354,-0.065087415,-0.017324769,-0.100985037,-0.006439547,0.480079264,-0.296818637,-0.056305879,-0.521733867,-0.328450943,0.41652048,0.048142549,0.227190948,0.246096704,-0.137101864,0.092874952,-0.346764029,-0.247285596,0.165521428,0.038319603,0.318092944,-0.257828921,0.000872258,-0.290183198,-0.212491279,0.590634986,0.546359115,0.655735291,-0.190435243,-0.387454451,-0.348800685,0.158189174,-0.159922243,0.163613439,-0.067443943,-0.264562496,0.104329123,-0.045584488,0.2510075,0.035897473,-0.407879131,-0.143639459,-0.242374832,0.068330892
